lat,lng,visit_time,interest,recommendation_factor_1,recommendation_factor_2,recommendation_factor_3,recommendation_factor_4,opening_hours,near_node
37.172036548706,-3.60957137265086,58,6,1,0.25,0.5,0.25,"['Tu-Su 13:00-16:00', 'Tu-Su 20:00-23:59']",9121261676
37.1806792,-3.5972142,49,10,0.25,1,0.75,1,['Mo-Fr 09:00-14:00'],8182642177
37.1754869,-3.5982638,45,6,1,1,1,1,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",8016049514
37.1914171906815,-3.60643678631938,47,4,0.25,0.75,1,1,['Mo-Su 12:00-23:59'],5794187747
37.1778419,-3.60464,30,8,0.75,1,1,1,['Mo-Su 06:00-09:00'],7991732932
37.1876645,-3.6107926,27,5,0.75,0.75,1,0.75,['Mo-Su 06:00-09:00'],5123351385
37.1698991,-3.5945266,28,3,0.75,1,0.75,0.25,"['Mo-Sa 12:00-23:59', 'Tu-Su 00:00-02:00']",8114334987
37.1747522,-3.5998917,55,6,0.75,0.5,1,0.25,['Mo-Sa 10:00-14:00'],5594245660
37.1903468,-3.606729,51,1,1,0.5,0.25,0.75,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",7740199409
37.1716004,-3.6041461,29,9,0.5,0.5,0.5,1,['Mo-Su 05:30-22:00'],484618616
37.1869552,-3.611379,49,8,0.5,1,0.25,0.75,['24/7'],7651874333
37.1766037710651,-3.60085278498956,37,3,0.75,1,1,0.25,['Mo-We 7:00-14:00'],6152459498
37.1782162,-3.6092099,24,2,0.25,1,0.75,0.75,['Mo-We 7:00-14:00'],5692844932
37.1730375316579,-3.59775727065283,49,9,1,0.75,0.25,0.75,['24/7'],7965954970
37.1835016,-3.592243,40,1,0.75,0.25,1,1,['24/7'],8193574044
37.1809419,-3.5934547,47,8,0.75,1,0.5,0.75,['Mo-Sa 10:00-14:00'],1717734784
37.1682853,-3.5884028,30,8,1,0.5,0.5,1,['Mo-Fr 08:30-20:30'],8114335065
37.1859947,-3.6121796,20,10,0.5,0.5,1,1,['Mo-Fr 09:00-14:00'],6223797898
37.1701264,-3.5963443,31,10,0.75,0.5,0.5,1,['Mo-Su 06:00-09:00'],8110794004
37.1933546,-3.6233173,28,3,0.75,1,0.75,0.75,['Mo-Su 06:00-09:00'],308674161
37.1865009,-3.6098771,56,10,0.5,0.25,1,1,"['Mo-Sa 12:00-23:59', 'Tu-Su 00:00-02:00']",7733539277
37.1494197,-3.601001,52,1,0.25,1,1,1,['Mo-Su 12:00-23:59'],6225330461
37.1765621,-3.5965586,46,10,0.25,0.5,1,0.25,['Mo-Su 7:00-14:00'],8167224796
37.1623249,-3.5868841,37,10,0.75,0.75,1,1,"['We-Th 12:00-17:00', 'We-Th 20:00-23:00']",7916923366
37.1753932,-3.6080216,51,6,0.75,0.25,1,0.5,['Sa 09:30-14:00'],7822884537
37.1716769,-3.6070479,54,6,1,0.25,0.75,1,"['We-Th 12:00-17:00', 'We-Th 20:00-23:00']",7825734673
37.1692453,-3.6013026,37,8,0.25,1,0.25,0.5,['Mo-Fr 08:30-20:30'],7959274100
37.1714034,-3.5976227,51,7,0.5,0.5,0.25,1,['Mo-Fr 09:00-14:00'],6020187493
37.1766847,-3.5970259,52,3,0.5,1,1,0.25,['Mo-Su 12:00-23:59'],1654435897
37.1705229368181,-3.58803281730614,25,4,0.25,1,0.25,1,['Mo-Su 7:00-14:00'],8090672612
37.1787825,-3.6032545,27,5,1,1,0.5,0.75,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",7991732979
37.1789785,-3.5898217,42,7,0.75,0.25,0.75,1,['Mo-Su 05:30-22:00'],7492363085
37.1894401,-3.6104337,48,4,0.75,0.5,0.75,1,"['Mo-Sa 12:00-23:59', 'Tu-Su 00:00-02:00']",6181602664
37.1728895,-3.5986195,34,3,0.25,1,0.75,0.75,['Mo-Su 8:00-22:00'],310155021
37.1748627,-3.6027863,58,6,1,1,0.75,1,['Mo-We 7:00-14:00'],290969230
37.1668035,-3.6005356,49,6,1,0.75,0.5,1,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",7931143237
37.1745594,-3.6054645,22,2,1,1,1,0.75,['Mo-Su 06:00-09:00'],7941181810
37.1723566,-3.5995508,38,9,0.5,1,0.5,1,['Mo-Su 12:00-23:59'],7947995649
37.17448,-3.6045287,46,3,0.75,1,0.75,0.75,['Mo-Su 05:30-22:00'],7953859204
37.1561756,-3.600598,28,8,0.75,0.25,1,0.25,"['Mo-We 13:30-16:00', 'Mo-We 18:00-23:30']",8261528044
37.1764723,-3.6086946,45,5,0.5,1,0.75,0.5,"['Tu-Su 13:00-16:00', 'Tu-Su 20:00-23:59']",7941926664
37.2115998572837,-3.61191251126699,35,3,0.75,0.25,0.25,1,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",7531989240
37.1731962,-3.5908699,34,9,0.25,1,0.75,0.25,['Mo-Su 06:00-09:00'],8239694293
37.1734603,-3.5960181,41,9,1,0.75,0.5,1,"['Mo-Sa 12:00-23:59', 'Tu-Su 00:00-02:00']",8233959365
37.1775807,-3.5997492,28,9,0.25,1,0.25,0.5,"['We-Th 12:00-17:00', 'We-Th 20:00-23:00']",8016049577
37.1747314,-3.6062434,35,10,0.75,0.75,1,0.25,"['Mo-Fr 13:30-18:00', 'Sa-Su 09:00-11:00']",7941174225
37.1820295,-3.5840239,26,10,0.5,1,0.5,1,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",1027266829
37.167892356001,-3.58536447531814,56,1,1,0.25,1,1,"['Mo-We 13:30-16:00', 'Mo-We 18:00-23:30']",7896887066
37.1740533,-3.6033839,39,1,1,0.5,0.5,0.5,"['Mo-We 13:30-16:00', 'Mo-We 18:00-23:30']",290969200
37.1733098,-3.5933473,22,6,0.25,0.5,1,0.75,"['Mo-Fr 13:30-18:00', 'Sa-Su 09:00-11:00']",8239694217
37.172284,-3.6046617,27,1,0.25,1,0.75,0.5,['Mo-Fr 08:30-20:30'],7949905629
37.1784077,-3.6086487,53,4,0.5,0.75,1,0.75,"['Tu-Su 13:00-16:00', 'Tu-Su 20:00-23:59']",5692844747
37.187918891739,-3.61133613248246,34,5,1,0.5,0.75,0.5,"['Mo-Fr 13:30-18:00', 'Sa-Su 09:00-11:00']",7510209710
37.1770551,-3.5963816,27,3,0.25,1,0.5,0.25,['Mo-We 7:00-14:00'],1074120945
37.175097,-3.599371,48,2,0.25,0.5,1,0.25,['Mo-Su 05:30-22:00'],5594245656
37.1619369,-3.5942831,57,5,1,0.5,0.75,0.5,['Mo-Fr 09:00-14:00'],8043910410
37.1683139565946,-3.60916269366643,32,7,0.25,0.75,0.75,1,"['Mo-Sa 12:00-23:59', 'Tu-Su 00:00-02:00']",7395347767
37.1665443,-3.5949831,30,10,1,0.5,0.75,0.5,['Mo-Fr 09:00-14:00'],8075768116
37.1878515,-3.6072464,46,8,0.25,1,0.25,1,['24/7'],7731147989
37.1676153,-3.6040419,52,4,1,0.75,1,0.5,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",7930462027
37.1743556,-3.5949817,52,1,0.25,1,0.5,0.25,"['Mo-Sa 12:00-23:59', 'Tu-Su 00:00-02:00']",1329691414
37.176413,-3.6017599,46,9,0.5,0.25,1,0.25,['Mo-Su 05:30-22:00'],7991732830
37.1668011,-3.5956279,59,6,0.75,1,0.25,0.25,['Mo-Su 06:00-09:00'],8077031830
37.1619789,-3.6069556,30,2,1,1,0.25,0.75,"['Mo-Fr 13:30-18:00', 'Sa-Su 09:00-11:00']",7192637064
37.1810012,-3.5922083,27,9,1,0.75,0.25,1,['Mo-Sa 10:00-14:00'],533632070
37.1780093,-3.6008782,29,3,0.75,1,0.25,0.75,['Mo-We 7:00-14:00'],8016049374
37.1720906,-3.6052944,57,1,1,0.5,1,1,['Sa 09:30-14:00'],484664795
37.1757826,-3.6004476,27,4,1,0.75,0.5,0.75,"['We-Th 12:00-17:00', 'We-Th 20:00-23:00']",5594245650
37.1662633838307,-3.60004395400494,27,1,0.5,1,0.75,0.5,['Mo-We 7:00-14:00'],1927341936
37.1813633,-3.6026748,24,2,1,0.5,0.75,0.25,['Mo-Fr 09:00-14:00'],7987446011
37.1767451,-3.5982163,29,10,1,0.25,0.5,0.5,['Mo-Su 7:00-14:00'],8016049509
37.1932881,-3.6247483,22,4,0.25,0.75,1,0.75,['Mo-Su 06:00-09:00'],7656009379
37.176257,-3.6048027,32,3,0.25,1,0.5,0.25,"['Mo-Fr 13:30-18:00', 'Sa-Su 09:00-11:00']",7991715846
37.165839762074,-3.59013516700534,47,3,0.25,0.75,0.25,1,['24/7'],8137078780
37.1850178091222,-3.6010080544075,30,7,0.5,1,0.5,0.75,"['We-Th 12:00-17:00', 'We-Th 20:00-23:00']",6755526025
37.1625174795478,-3.59344774850243,51,8,0.25,0.25,1,0.75,['Mo-Sa 10:00-14:00'],1684876114
37.1852066,-3.6113064,51,9,1,0.5,0.5,0.5,['Sa 09:30-14:00'],6223797917
37.1737497,-3.5988941,58,4,0.75,1,1,0.5,['Mo-Su 7:00-14:00'],1224372166
37.1764175,-3.6094009,44,8,1,0.25,0.75,0.25,['Mo-Su 06:00-09:00'],7819615042
37.1729838,-3.6041762,40,10,1,0.75,0.5,0.5,['24/7'],7947657754
37.1542842830755,-3.59936453420051,44,5,0.5,0.25,1,1,['Sa 09:30-14:00'],8277772097
37.1740075949635,-3.58305049096662,22,4,0.25,1,0.25,1,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",8034991533
37.1782407,-3.5996584,39,6,0.25,0.5,1,0.5,"['Mo-Fr 13:30-18:00', 'Sa-Su 09:00-11:00']",1673294203
37.1773002,-3.6019295,54,9,1,0.5,0.5,0.75,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",7991732836
37.1579889,-3.5874722,39,5,0.25,0.75,1,1,"['Tu-Su 13:00-16:00', 'Tu-Su 20:00-23:59']",7684737328
37.1749217,-3.6000147,57,10,0.5,1,0.25,0.75,['Mo-Su 05:30-22:00'],484675507
37.1720077,-3.5967861,34,7,0.5,1,1,1,"['Mo-We 13:30-16:00', 'Mo-We 18:00-23:30']",8110858840
37.1863079,-3.609998,41,2,0.75,0.75,1,0.75,"['Mo-Sa 12:00-23:59', 'Tu-Su 00:00-02:00']",7733539277
37.1571298,-3.5866519,45,1,1,0.5,1,0.25,['24/7'],7684725845
37.1768847,-3.6015902,24,4,1,1,1,1,['Mo-Sa 10:00-14:00'],267246615
37.1785782925687,-3.60179571673507,55,6,1,1,1,1,"['Tu-Su 13:00-16:00', 'Tu-Su 20:00-23:59']",7987446103
37.1746572,-3.6027883,32,6,1,1,0.25,0.75,['Mo-Su 05:30-22:00'],290969230
37.1806971,-3.5969781,38,4,1,0.5,0.75,0.25,['Sa 09:30-14:00'],8182642181
37.1808897,-3.5949085,35,1,1,0.5,0.25,0.5,['Sa 09:30-14:00'],49937707
37.1716638,-3.5967989,53,7,0.5,0.5,0.5,1,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",6060499220
37.1893171,-3.6101173,43,9,0.75,0.25,1,0.5,"['We-Th 12:00-17:00', 'We-Th 20:00-23:00']",6181602671
37.1890333078318,-3.5941308683051,24,9,0.25,0.25,1,0.5,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",7846294908
37.1726363988357,-3.58148653219441,26,6,1,0.75,0.25,0.75,"['Tu-Su 13:00-16:00', 'Tu-Su 20:00-23:59']",8034980751
37.1769027,-3.5974512,46,5,1,0.75,0.5,1,['Mo-Su 8:00-22:00'],8164137255
37.1860458,-3.605874,51,7,0.75,1,0.75,0.25,['24/7'],1678186700
37.1868804,-3.6114157,40,10,0.25,0.5,0.5,1,['Mo-Su 06:00-09:00'],7651874333
37.1891362,-3.6096453,28,9,1,0.5,0.75,0.5,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",7736760659
37.1761851,-3.5962558,37,1,0.25,0.5,1,0.5,['Mo-We 7:00-14:00'],1345327276
37.1793050668784,-3.59907082122373,57,7,0.75,0.75,0.75,1,"['We-Th 12:00-17:00', 'We-Th 20:00-23:00']",8158224879
37.1857468,-3.6111022,33,5,0.5,0.25,1,0.5,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",7649369602
37.2032853911365,-3.60525662729395,48,7,1,1,0.25,0.75,['Mo-Su 8:00-22:00'],7787006405
37.1552696,-3.5947047,59,1,0.25,1,0.25,0.75,['Mo-Fr 09:00-14:00'],8047260384
37.1464556905616,-3.60549791274627,32,1,1,0.75,1,0.75,"['Tu-Su 13:00-16:00', 'Tu-Su 20:00-23:59']",6215669014
37.1737106,-3.5984501,56,8,0.75,1,0.25,0.75,['24/7'],1224372240
37.1743513,-3.5948861,30,5,0.75,0.25,1,1,['Mo-We 7:00-14:00'],8221915595
37.183904,-3.603347,42,9,0.25,0.5,0.75,1,['Mo-Fr 08:30-20:30'],7852761088
37.1742595,-3.6063179,57,3,0.5,0.25,0.75,1,['Mo-Fr 08:30-20:30'],7947455459
37.181243,-3.5935948,31,1,0.25,0.5,1,0.25,"['We-Th 12:00-17:00', 'We-Th 20:00-23:00']",2073721438
37.1685888,-3.6024462,41,5,0.5,0.25,1,0.5,['24/7'],568340976
37.1817776,-3.5911061,49,6,0.75,1,0.5,1,['Mo-Su 12:00-23:59'],8186838471
37.1777389,-3.608961,51,7,0.5,1,0.75,0.25,"['We-Th 12:00-17:00', 'We-Th 20:00-23:00']",7937136634
37.1765964,-3.595953,53,10,0.25,0.5,1,0.75,"['Mo-Fr 13:30-18:00', 'Sa-Su 09:00-11:00']",8167227297
37.1758311,-3.6010347,28,2,0.75,0.75,0.25,1,['Mo-Su 05:30-22:00'],1646809173
37.1867797,-3.6104111,22,7,1,0.75,0.75,0.5,['Mo-Fr 08:30-20:30'],6181602634
37.1772663,-3.6054725,21,9,1,1,0.5,0.75,['Mo-Su 7:00-14:00'],7991732897
37.1741174396359,-3.60194978466475,36,1,1,0.25,0.75,0.75,['24/7'],266373372
37.1592738,-3.5892562,53,3,0.5,0.75,0.75,1,"['Tu-Su 13:00-16:00', 'Tu-Su 20:00-23:59']",8050441172
37.1559567,-3.5937653,39,7,1,0.25,1,0.25,"['Mo-Sa 12:00-23:59', 'Tu-Su 00:00-02:00']",8050021754
37.1733968,-3.5975955,37,10,0.75,1,1,0.75,['Mo-We 7:00-14:00'],316798433
37.1745722438451,-3.61512574131969,37,6,0.25,0.5,1,0.5,"['We-Th 12:00-17:00', 'We-Th 20:00-23:00']",7401156805
37.1709266889863,-3.60731572811843,56,5,0.5,0.75,0.75,1,['Mo-Su 06:00-09:00'],582465060
37.1816220714067,-3.59251228878555,41,9,1,0.5,0.5,0.75,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",8186838403
37.1656581,-3.5953893,40,5,0.25,1,1,0.25,['Mo-Fr 09:00-14:00'],8077652352
37.1684081,-3.5841253,34,10,0.75,0.5,1,0.5,['Mo-Fr 09:00-14:00'],7893379982
37.182219037051,-3.59129192441198,40,5,0.75,0.75,1,0.5,['Mo-Su 06:00-09:00'],8186838452
37.1835562955063,-3.59646217400403,35,10,1,0.5,0.75,0.75,['Mo-Sa 10:00-14:00'],1708795428
37.168407,-3.6026027,56,8,0.75,0.5,0.5,1,['Mo-We 7:00-14:00'],7930479067
37.1894822629918,-3.59186153808583,29,9,1,0.75,0.75,0.5,['Mo-Fr 08:30-20:30'],7842932335
37.1644519941872,-3.60810520263576,40,8,0.75,0.5,1,0.25,['24/7'],5648584788
37.1735887,-3.6036343,56,9,0.75,1,0.75,0.5,['24/7'],8015884777
37.1776963,-3.6115392,39,9,1,0.25,0.5,0.5,['Mo-Su 8:00-22:00'],5692844930
37.1603205,-3.608707,48,2,0.5,0.25,0.75,1,['Mo-Sa 10:00-14:00'],7473308957
37.1780975,-3.6111606,33,4,1,0.25,0.25,1,['Mo-Su 12:00-23:59'],6711184228
37.1809643,-3.5883513,36,4,0.5,0.75,0.5,1,['24/7'],8006262325
37.1734887,-3.5979866,55,2,1,0.5,0.25,0.75,['Mo-Fr 08:30-20:30'],316798433
37.1853902,-3.6103476,28,3,0.25,0.5,0.25,1,['Mo-Fr 08:30-20:30'],7649369610
37.1658232350088,-3.59014963738703,28,9,1,0.5,0.25,0.5,"['Mo-Sa 12:00-23:59', 'Tu-Su 00:00-02:00']",8137078780
37.1853349,-3.60212,43,9,0.5,0.75,1,0.25,['Mo-Su 06:00-09:00'],7852754634
37.154521,-3.5978973,43,10,0.75,0.75,1,1,['Mo-Su 7:00-14:00'],8277771895
37.1501532313792,-3.60421795391901,36,2,1,0.5,0.75,0.25,['Mo-Sa 10:00-14:00'],6240596690
37.1775638,-3.6016923,41,4,1,0.75,0.5,0.5,"['Mo-We 13:30-16:00', 'Mo-We 18:00-23:30']",7991732839
37.1948307,-3.6253854,42,5,0.25,0.75,0.75,1,"['Tu-Su 13:00-16:00', 'Tu-Su 20:00-23:59']",7558334616
37.200834,-3.6136184,58,10,1,1,1,0.5,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",7795581753
37.1835526845115,-3.62440472608889,58,2,0.25,0.5,0.25,1,['Mo-Su 12:00-23:59'],2388979242
37.168563,-3.599163,28,9,1,0.5,0.75,0.25,['Sa 09:30-14:00'],7931143333
